               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.044137,             0.11694,                   0,             0.90501,             0.94521,             0.96562,              0.3958,            0.032915,            0.085332,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.042788,             0.11494,                   0,             0.84817,             0.87671,             0.90871,             0.38174,             0.03314,            0.085921,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.042792,             0.11728,                   0,              0.9054,             0.91779,             0.95264,             0.37914,            0.033134,            0.086242,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.043274,             0.11874,                   0,             0.91964,             0.91781,             0.95945,             0.41822,            0.031493,            0.087381,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.043875,             0.11529,                   0,             0.88898,             0.94521,             0.93579,             0.36046,            0.032601,            0.088096,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.043661,             0.11534,                   0,             0.87445,             0.87671,             0.92044,              0.3931,            0.032629,            0.088817,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.042423,             0.11654,                   0,             0.88647,             0.90411,             0.94693,              0.3992,            0.032174,            0.086893,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.040836,             0.11715,                   0,             0.94213,             0.89204,             0.96043,              0.3915,            0.031843,               0.087,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.041687,             0.11517,                   0,              0.9289,             0.86301,              0.9365,             0.39386,            0.032207,            0.084488,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.042672,             0.11303,                   0,             0.92512,             0.89041,             0.94373,             0.37059,            0.033608,            0.086104,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.040706,               0.119,                   0,             0.92787,             0.90411,             0.95978,             0.40071,            0.031876,            0.084994,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.041196,             0.11504,                   0,              0.9283,             0.89041,             0.93253,             0.39877,            0.032084,            0.086213,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.042713,             0.11404,                   0,             0.87857,             0.87671,             0.91044,             0.37406,            0.033143,            0.086969,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.044269,             0.11753,                   0,             0.90803,             0.91781,             0.96081,             0.40567,            0.031508,            0.085819,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.043797,             0.11785,                   0,              0.9146,             0.90411,             0.91383,             0.39726,            0.031592,             0.08575,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.043739,             0.11271,                   0,              0.9426,             0.94521,              0.9637,               0.398,            0.032277,            0.085827,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.044465,             0.11561,                   0,             0.92651,             0.91781,             0.94641,             0.39166,            0.031985,            0.085735,                   0,            0.004588,            0.004588,            0.004588
                 166,             0.04481,             0.11524,                   0,             0.91311,             0.89041,             0.93387,             0.38184,            0.032488,            0.085703,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.042003,             0.12029,                   0,             0.93002,             0.91029,             0.93883,             0.39156,            0.031733,            0.086042,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.04536,             0.11347,                   0,             0.91438,             0.87773,             0.94439,             0.38513,            0.031481,            0.085892,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.044144,             0.11565,                   0,             0.94176,             0.93151,             0.96718,             0.37745,            0.032282,            0.085034,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.044453,             0.11368,                   0,             0.94452,             0.93286,             0.97187,             0.41168,            0.031461,            0.084501,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.042088,             0.11837,                   0,             0.93197,             0.87671,             0.90981,             0.32636,            0.034521,            0.088107,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.041285,             0.12063,                   0,             0.94371,             0.93151,             0.96768,             0.41318,            0.031347,            0.085851,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.039775,             0.11624,                   0,             0.88315,             0.83562,             0.83722,             0.32089,            0.033978,            0.087301,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.041928,             0.12202,                   0,             0.91582,             0.89041,             0.95231,             0.39062,            0.032162,              0.0858,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.042398,             0.11634,                   0,             0.92147,             0.93151,             0.97375,             0.40684,            0.031369,             0.08463,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.043277,             0.11486,                   0,             0.94368,             0.86301,             0.95735,             0.38218,            0.032238,            0.085256,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.040818,              0.1163,                   0,             0.85086,             0.91781,             0.95257,             0.36596,            0.032558,            0.085836,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.042039,             0.11484,                   0,             0.93009,             0.87671,             0.96129,             0.38618,            0.031886,            0.085844,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.040847,             0.11323,                   0,             0.90986,             0.87671,             0.91826,             0.37795,            0.032572,            0.088204,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.041168,             0.11855,                   0,             0.92332,             0.91781,             0.94773,             0.38901,            0.032029,            0.087907,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.043581,             0.11295,                   0,             0.92743,              0.8753,             0.92329,             0.33457,            0.034241,            0.090301,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.044241,             0.11887,                   0,             0.89684,             0.89041,             0.95692,             0.39188,            0.033099,            0.086525,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.042764,             0.11648,                   0,             0.89288,             0.91354,             0.95875,             0.39952,            0.032274,            0.087977,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.043634,             0.11587,                   0,             0.95356,             0.86301,             0.94888,             0.38157,            0.032629,            0.086848,                   0,            0.003961,            0.003961,            0.003961
                 185,             0.04212,             0.11411,                   0,             0.89731,             0.95756,             0.97386,             0.38714,            0.031325,             0.08546,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.042961,             0.11246,                   0,             0.89972,             0.98326,             0.96816,             0.39899,            0.031668,            0.086605,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.043092,             0.11793,                   0,             0.91772,             0.91674,             0.95631,             0.40322,            0.031422,            0.086136,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.041994,              0.1161,                   0,             0.86197,             0.94107,             0.89203,             0.34717,            0.031816,             0.08891,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.041917,             0.11762,                   0,             0.95838,             0.94644,             0.97855,             0.40668,            0.031045,            0.086307,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.041654,               0.113,                   0,             0.90199,             0.91781,             0.94267,             0.39535,            0.031562,            0.087446,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.039893,             0.11376,                   0,             0.85298,             0.87424,             0.92275,             0.38673,            0.032681,            0.088621,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.043073,              0.1114,                   0,             0.92403,             0.91781,             0.97073,             0.40174,            0.031502,            0.086373,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.043154,              0.1137,                   0,             0.91813,             0.93151,             0.94273,             0.39497,            0.031614,            0.089103,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.040307,             0.11764,                   0,             0.88923,             0.90411,             0.95363,             0.39195,            0.031771,            0.087252,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.043676,             0.11664,                   0,             0.91771,             0.91657,             0.96226,             0.39418,            0.031905,            0.086961,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.039953,             0.11134,                   0,             0.87458,             0.95526,             0.96353,             0.39451,            0.031871,            0.085778,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.045994,             0.11604,                   0,             0.91746,             0.91364,              0.9659,             0.40463,            0.031889,            0.086166,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.042649,             0.11528,                   0,             0.91427,             0.89041,             0.94863,             0.41041,            0.031437,            0.085608,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.041417,             0.12004,                   0,             0.91861,             0.92775,             0.95305,             0.39698,            0.031161,            0.085559,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.043471,             0.11541,                   0,              0.8983,             0.86301,             0.93453,             0.39014,            0.031553,            0.087125,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.041146,             0.11632,                   0,             0.90503,             0.91388,             0.96516,             0.38794,            0.031848,            0.088516,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.042666,             0.11587,                   0,             0.89393,             0.94521,             0.96519,             0.38934,            0.031491,            0.088101,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.041101,             0.11294,                   0,             0.91201,             0.91781,             0.95948,              0.3768,            0.031907,            0.089434,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.040568,              0.1129,                   0,             0.90529,             0.90411,             0.95538,              0.3871,            0.031688,            0.088331,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.041055,             0.11294,                   0,             0.91654,             0.90258,             0.93666,             0.36677,            0.032449,            0.087267,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.041241,             0.11042,                   0,             0.92747,             0.91781,             0.95885,             0.38933,            0.032203,            0.086319,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.042208,             0.11141,                   0,             0.87847,             0.89041,             0.94783,             0.38752,            0.032368,            0.087491,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.040966,             0.11597,                   0,             0.96999,             0.88571,              0.9637,               0.394,            0.031783,            0.086116,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.040927,             0.11347,                   0,             0.88249,             0.92594,             0.96461,             0.38054,            0.032369,            0.087128,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.043151,             0.11705,                   0,             0.88656,             0.84932,             0.89761,             0.36681,            0.033067,             0.08707,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.043219,             0.11527,                   0,             0.94103,             0.90411,             0.95772,             0.37144,            0.032368,            0.087486,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.041636,             0.11438,                   0,             0.89426,             0.92683,             0.95237,             0.39092,            0.031676,            0.088181,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.041785,             0.11567,                   0,             0.93023,              0.9133,             0.95776,             0.39821,            0.032108,            0.086222,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.039981,             0.11577,                   0,             0.92402,             0.90411,             0.96419,             0.40816,            0.031412,             0.08586,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.042156,             0.11502,                   0,             0.90916,             0.91781,             0.95844,             0.39725,            0.031835,            0.086053,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.040243,             0.11258,                   0,             0.92712,             0.93151,             0.96258,             0.40921,            0.031375,             0.08475,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.038829,             0.11254,                   0,             0.87123,             0.92684,             0.94916,             0.41599,            0.031218,            0.086898,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.039491,              0.1151,                   0,             0.92616,             0.93151,             0.96315,             0.41867,            0.031496,            0.085147,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.041838,             0.11433,                   0,             0.90412,             0.91781,             0.95117,             0.38384,            0.031967,            0.086632,                   0,            0.002806,            0.002806,            0.002806
                 220,              0.0413,             0.11035,                   0,             0.93502,             0.87671,             0.95177,             0.41656,            0.031004,            0.086614,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.041297,             0.11308,                   0,             0.90648,             0.92943,             0.96156,             0.41009,            0.031748,            0.086585,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.040993,             0.11186,                   0,             0.91297,             0.93151,             0.95281,             0.42026,            0.030943,            0.084844,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.039981,             0.11534,                   0,              0.9298,             0.90725,             0.96747,             0.42134,             0.03072,            0.085223,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.040793,             0.11476,                   0,             0.88068,             0.87671,             0.91909,             0.36364,            0.033069,            0.088793,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.040776,              0.1151,                   0,             0.94226,             0.93151,             0.96318,             0.38665,            0.032139,            0.086576,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.041379,             0.11074,                   0,             0.91666,             0.90404,             0.94877,             0.38767,            0.032246,            0.086426,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.039214,             0.10985,                   0,             0.93992,             0.85722,             0.92146,             0.36276,            0.032851,            0.088122,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.039518,              0.1135,                   0,               0.889,             0.90411,             0.93824,             0.38413,            0.032409,            0.087972,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.040408,             0.11138,                   0,             0.89168,             0.90215,             0.92776,             0.36725,            0.032644,            0.088617,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.040344,             0.11225,                   0,             0.90264,             0.88906,             0.93078,             0.35282,            0.032774,            0.089079,                   0,            0.002443,            0.002443,            0.002443
                 231,             0.03968,             0.11433,                   0,             0.91122,             0.90411,             0.94436,             0.38573,            0.032168,            0.087104,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.039026,             0.11511,                   0,             0.92758,             0.93151,             0.96089,             0.39725,            0.032023,            0.087262,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.039096,              0.1106,                   0,             0.90673,             0.93221,             0.94289,              0.3831,            0.032106,             0.08673,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.039408,             0.11422,                   0,             0.92939,             0.91781,             0.93905,             0.38671,            0.031721,            0.086268,                   0,            0.002311,            0.002311,            0.002311
                 235,             0.04001,             0.11265,                   0,             0.93001,             0.91781,             0.94568,             0.37847,             0.03294,            0.086196,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.039468,             0.11748,                   0,              0.9113,             0.91781,             0.95407,              0.4002,            0.032048,            0.087427,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.038002,             0.11235,                   0,             0.92853,             0.93151,             0.95982,              0.3981,             0.03195,            0.086364,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.03863,             0.11463,                   0,             0.92746,             0.91781,             0.95833,             0.39547,            0.032163,            0.085736,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.039838,             0.10696,                   0,             0.93592,             0.91781,             0.95766,              0.4065,            0.031604,            0.087321,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.041022,             0.11745,                   0,              0.9153,             0.93151,              0.9573,             0.41136,            0.031606,            0.085307,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.038912,             0.11331,                   0,             0.92075,             0.93151,             0.96821,             0.40632,            0.031693,            0.085258,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.038132,             0.11148,                   0,             0.90868,             0.93151,             0.96469,             0.39952,            0.031684,             0.08562,                   0,            0.002047,            0.002047,            0.002047
                 243,             0.03784,             0.11446,                   0,             0.92902,             0.89651,             0.95175,             0.39131,            0.032131,            0.085703,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.038628,             0.11213,                   0,             0.89098,             0.90411,             0.93987,             0.39437,             0.03206,            0.086165,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.039274,             0.11205,                   0,             0.92925,             0.89968,             0.93718,             0.36625,            0.032658,             0.08644,                   0,            0.001948,            0.001948,            0.001948
                 246,               0.038,             0.11291,                   0,             0.89289,             0.86301,             0.91357,             0.37575,            0.032823,             0.08804,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.038553,             0.11431,                   0,             0.91212,             0.91781,             0.96105,             0.39251,            0.032128,            0.085871,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.038851,             0.11134,                   0,             0.92489,             0.90411,             0.94355,             0.38719,            0.032089,            0.086635,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.040704,             0.11449,                   0,             0.88747,             0.90411,             0.92434,             0.34599,            0.033346,            0.088353,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.041028,             0.11507,                   0,             0.89054,             0.90411,             0.92752,             0.39056,             0.03174,            0.086632,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.038814,             0.11151,                   0,             0.88844,             0.90411,             0.93407,             0.40641,            0.031591,            0.085911,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.037002,             0.11445,                   0,             0.91458,             0.88002,             0.93915,             0.38844,            0.031914,            0.086098,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.039726,             0.11532,                   0,               0.958,             0.93748,              0.9777,             0.38591,            0.032259,            0.085719,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.040634,             0.11404,                   0,             0.91211,             0.91781,               0.961,             0.39766,            0.031929,            0.085971,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.038843,             0.11135,                   0,             0.94593,             0.91781,             0.95308,             0.40226,            0.031809,            0.086116,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.038906,              0.1109,                   0,             0.95415,             0.91781,             0.95818,             0.39896,            0.031929,            0.085704,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.040302,             0.11349,                   0,             0.93075,             0.92064,             0.96211,             0.40076,            0.032139,            0.085314,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.036742,             0.11034,                   0,              0.9449,             0.93971,             0.97287,             0.40884,            0.031735,            0.084583,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.038895,             0.11498,                   0,             0.93992,             0.94521,             0.97185,             0.40277,            0.031653,            0.085619,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.039531,              0.1126,                   0,             0.93395,             0.91781,             0.96523,             0.39747,            0.032265,            0.086721,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.038045,             0.11227,                   0,             0.93284,             0.91781,             0.96477,             0.41777,            0.031373,            0.086544,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.040721,             0.11329,                   0,             0.91829,             0.92376,             0.96143,             0.39892,            0.031615,            0.085699,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.037971,             0.11176,                   0,             0.90479,             0.91131,             0.94377,             0.38312,             0.03195,            0.085681,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.039702,             0.11576,                   0,             0.93377,             0.93151,              0.9637,             0.38972,             0.03196,            0.087153,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.036548,             0.10773,                   0,             0.93069,             0.91781,             0.96016,             0.39977,            0.032043,            0.086795,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.038816,             0.10883,                   0,             0.93174,             0.93494,             0.97041,              0.4177,            0.031327,            0.085675,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.037767,             0.11113,                   0,             0.93556,             0.94521,             0.96982,             0.41889,            0.030631,             0.08516,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.037712,             0.10879,                   0,             0.95886,             0.91781,             0.96578,             0.41838,            0.030494,            0.085178,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.038531,             0.11776,                   0,             0.93073,             0.93151,              0.9525,             0.41364,             0.03053,            0.086324,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.039037,              0.1119,                   0,              0.9281,             0.93151,             0.95767,             0.41683,            0.031092,            0.084958,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.037184,             0.11161,                   0,             0.92481,             0.89041,             0.94937,             0.40574,            0.031241,            0.085758,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.037879,             0.10958,                   0,             0.94274,             0.94521,             0.96613,             0.42674,            0.030675,            0.085985,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.038824,             0.10756,                   0,             0.94352,             0.94521,             0.96301,             0.40992,            0.031095,            0.085416,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.038028,             0.10986,                   0,             0.95451,             0.94521,             0.96973,             0.41823,            0.031198,            0.085408,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.039794,             0.11415,                   0,               0.917,             0.93151,             0.96604,             0.41426,            0.031374,            0.085633,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.03939,             0.11537,                   0,             0.93298,             0.91781,             0.96673,             0.40448,            0.031556,            0.085535,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.039754,             0.11376,                   0,             0.93032,             0.93151,             0.96715,             0.39996,            0.031674,            0.085352,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.039372,             0.11455,                   0,             0.91793,             0.91928,             0.96155,             0.40359,            0.031716,            0.085205,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.038111,             0.10727,                   0,             0.93869,             0.90411,             0.95678,             0.40998,            0.031628,             0.08529,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.037404,             0.11084,                   0,             0.93937,             0.90411,             0.96626,             0.41656,              0.0313,            0.084369,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.036475,             0.11414,                   0,               0.942,             0.90411,             0.96288,             0.41409,            0.031174,            0.083861,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.038067,             0.11024,                   0,             0.94348,             0.91473,             0.96451,             0.41886,             0.03098,            0.084484,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.038371,             0.10797,                   0,              0.9187,             0.92878,             0.96869,             0.41311,            0.031197,            0.085012,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.039549,             0.11315,                   0,             0.92849,             0.91781,             0.95703,             0.39513,            0.031353,            0.085276,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.037257,             0.11243,                   0,              0.9077,             0.94304,             0.95901,             0.41169,             0.03136,             0.08616,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.038853,             0.10815,                   0,             0.94283,             0.90365,             0.96057,             0.41937,            0.031491,            0.086211,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.036397,             0.11385,                   0,             0.93143,             0.93047,             0.95987,             0.41672,            0.031191,            0.085418,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.036236,               0.112,                   0,             0.92813,             0.93151,              0.9619,             0.41024,             0.03135,            0.085019,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.036185,             0.11091,                   0,             0.92978,             0.93151,             0.96077,             0.40285,            0.031199,            0.085177,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.035061,              0.1133,                   0,             0.94419,              0.9271,             0.95477,             0.41616,            0.030905,            0.085228,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.037649,             0.11163,                   0,             0.93264,             0.91781,             0.96922,              0.4104,            0.031404,            0.084897,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.036485,              0.1135,                   0,              0.9362,             0.91781,             0.96059,              0.4145,            0.031263,            0.085051,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.038527,             0.11389,                   0,             0.93559,             0.91781,             0.95663,             0.40185,            0.031637,            0.085524,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.039651,             0.11379,                   0,             0.93835,             0.91781,              0.9583,             0.41029,            0.031668,            0.085605,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.039981,             0.11092,                   0,             0.93766,             0.91781,             0.96996,             0.40671,            0.031571,            0.085378,                   0,            0.000298,            0.000298,            0.000298
                 296,             0.03751,             0.10818,                   0,             0.93587,             0.91781,             0.96463,             0.40429,            0.031502,            0.085094,                   0,            0.000265,            0.000265,            0.000265
                 297,             0.03822,             0.10979,                   0,             0.90769,             0.94294,             0.96771,             0.40518,            0.031659,            0.084878,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.037046,             0.11314,                   0,             0.90766,             0.94263,             0.96773,             0.40395,            0.031487,            0.084805,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.036769,             0.11051,                   0,             0.93247,             0.91781,             0.96591,             0.40697,            0.031491,            0.084847,                   0,            0.000166,            0.000166,            0.000166
